,Source Article,Authors,Referenced Article,Venue,Year
2,ekstrand18b,"Alejandro Bellogin, Pablo Castells, and Ivan Cantador",Precision-oriented evaluation of recommender systems: an algorithmic comparison,"In Proc. of ACM RecSys, page 333–336. ACM, 2011. ISBN 9781450306836. doi: 10.1145/2043932.2043996. URL http://doi. acm.org/10.1145/2043932.2043996",2011
3,ekstrand18b,"Jesús Bobadilla, Fernando Ortega, Antonio Hernando, and Abraham Gutiérrez",Recommender systems survey,"Knowledge-based systems, 46: 109–132, 2013",2013
4,ekstrand18b,Robin Burke,Hybrid recommender systems: Survey and experiments,"User modeling and user-adapted interaction, 12(4):331–370, 2002",2002
5,ekstrand18b,Robin Burke,Multisided fairness for recommendation,"Computing Research Repository, July 2017. URL http://arxiv.org/abs/1707. 00093",2017
6,ekstrand18b,"Robin Burke, Nasim Sonboli, Masoud Mansoury, and Aldo Ordonez-Gauger",Balanced neighborhoods for Fairness-Aware collaborative recommendation,"In FATREC Workshop on Fairness, Accountability and Transparency in Recommender Systems at RecSys, 2017. URL http://scholarworks. boisestate.edu/fatrec/2017/1/3/",2017
7,ekstrand18b,O Celma,Music Recommendation and Discovery in the Long Tail,"Springer, 2010",2010
8,ekstrand18b,"Paolo Cremonesi, Yehuda Koren, and Roberto Turrin",Performance of recommender algorithms on top-n recommendation tasks,"In Proc. of ACM RecSys, page 39–46. ACM, 2010. ISBN 9781605589060. doi: 10.1145/ 1864708.1864721. URL http://doi.acm.org/ 10.1145/1864708.1864721",2010
9,ekstrand18b,Mukund Deshpande and George Karypis,Itembased top-n recommendation algorithms,"ACM TOIS, 22(1):143–177, 2004",2004
10,ekstrand18b,"Michael Ekstrand, John Riedl, and Joseph A Konstan",Collaborative filtering recommender systems,"Foundations and Trends in Human-Computer Interaction, 4(2):81–173, 2010. ISSN 1551-3955. doi: 10.1561/ 1100000009. URL http://dx.doi.org/10. 1561/1100000009",2010
11,ekstrand18b,Michael D Ekstrand and Vaibhav Mahant,Sturgeon and the cool kids: Problems with Top-N recommender evaluation,"In Proc. of FLAIRS. AAAI Press, 22 May 2017. URL https://md.ekstrandom.net/ research/pubs/sturgeon/",2017
12,ekstrand18b,Michael D Ekstrand and Maria Soledad Pera,The demographics of cool: Popularity and recommender performance for different groups of users,"In RecSys 2017 Poster Proceedings, 2017",2017
13,ekstrand18b,"Michael D Ekstrand, Michael Ludwig, Joseph A Konstan, and John T Riedl","Rethinking the recommender research ecosystem: reproducibility, openness, and lenskit","In Proc. of ACM RecSys, 2011",2011
14,ekstrand18b,Simon Funk,Netflix update: Try this at home,"http://sifter.org/~simon/ journal/20061211.html, December 2006. Accessed: 2010-4-8",2006
15,ekstrand18b,Mustansar Ali Ghazanfar and Adam PrugelBennett,"A scalable, accurate hybrid recommender system","In Proc. of IEEE WKDD, pages 94–98, 2010",2010
16,ekstrand18b,Carlos A Gomez-Uribe and Neil Hunt,"The netflix recommender system: Algorithms, business value, and innovation","ACM TMIS, 6 (4):13:1–13:19, December 2015. doi: 10.1145/ 2843948",2015
17,ekstrand18b,Bertram Myron Gross,"The managing of organizations: The administrative struggle, volume 2","[New York]: Free Press of Glencoe, 1964",1964
18,ekstrand18b,Asela Gunawardana and Guy Shani,A survey of accuracy evaluation metrics of recommendation tasks,"Journal of Machine Learning Research, 10:2935–2962, December 2009. ISSN 1532-4435. URL http://jmlr.org/papers/ v10/gunawardana09a.html",2009
19,ekstrand18b,"Aaron Halfaker, Oliver Keyes, Daniel Kluver, Jacob Thebault-Spieker, Tien Nguyen, Kenneth Shores, Anuradha Uduwage, and Morten Warncke-Wang",User session identification based on strong regularities in inter-activity time,"arXiv:1411.2878 [cs], November 2014. URL http://arxiv.org/abs/1411.2878",2014
20,ekstrand18b,F Maxwell Harper and Joseph A Konstan,The movielens datasets: History and context,"Transactions on Interactive Intelligent Systems, 5(4):19, 2016",2016
21,ekstrand18b,"Jon Herlocker, Joseph A Konstan, and John Riedl",An empirical analysis of design choices in neighborhood-based collaborative filtering algorithms,"Information retrieval, 5(4):287– 310, 2002",2002
22,ekstrand18b,"Jonathan L Herlocker, Joseph A Konstan, Loren G Terveen, and John T Riedl",Evaluating collaborative filtering recommender systems,"ACM TOIS, 22(1):5–53, 2004",2004
23,ekstrand18b,"William Hill, Larry Stead, Mark Rosenstein, and George Furnas",Recommending and evaluating choices in a virtual community of use,"In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, pages 194–201, 1995. doi: 10.1145/223904.223929. URL http: //dx.doi.org/10.1145/223904.223929",1995
24,ekstrand18b,"Kartik Hosanagar, Daniel Fleder, Dokyun Lee, and Andreas Buja",Will the global village fracture into tribes? recommender systems and their effects on consumer fragmentation,"Management Science, 60(4):805–823, November 2013. doi: 10.1287/mnsc.2013.1808. Dirk Hovy. Demographic factors improve classification performance. In ACL (1), pages 752– 762, 2015",2013
25,ekstrand18b,Kalervo Järvelin and Jaana Kekäläinen,Cumulated gain-based evaluation of IR techniques,"ACM TOIS, 20(4):422–446, October 2002. doi: 10.1145/582415.582418",2002
26,ekstrand18b,F Kamiran and T Calders,Classifying without discriminating,"In Proc. of 2nd International Conference on Computer, Control and Communication, pages 1–6, February 2009. doi: 10.1109/IC4.2009.4909197",2009
27,ekstrand18b,Toshihiro Kamishima and Shotaro Akaho,Considerations on recommendation independence for a Find-Good-Items task,"In Proc. of Workshop on Fairness, Accountability and Transparency in Recommender Systems at RecSys, 2017. URL http://scholarworks. boisestate.edu/fatrec/2017/1/11/",2017
28,ekstrand18b,Paul B Kantor and Ellen Voorhees,Report on the TREC-5 confusion track,"In The Fifth Text REtrieval Conference (TREC-5), October 1997. URL http://trec.nist.gov/pubs/ trec5/t5_proceedings.html",1997
29,ekstrand18b,"Bart P Knijnenburg, Martijn C Willemsen, Zeno Gantner, Hakan Soncu, and Chris Newell",Explaining the user experience of recommender systems,"User Modeling and User-Adapted Interaction, 22(4-5):441–504, 2012",2012
30,ekstrand18b,"Ron Kohavi, Randal M Henne, and Dan Sommerfield",Practical guide to controlled experiments on the web: listen to your customers not to the HiPPO,"In Proc. of ACM KDD, page 959–967, 2007. ISBN 9781595936097. doi: 10.1145/ 1281192.1281295. URL http://portal.acm. org/citation.cfm?doid=1281192.1281295",2007
31,ekstrand18b,Stefan Langer and Joeran Beel,The comparability of recommender system evaluations and characteristics of docear’s users,"In Proc. of Workshop on Recommender Systems Evaluation: Dimensions and Design (REDD) at ACM RecSys, pages 1–6, 2014",2014
32,ekstrand18b,"G Linden, B Smith, and J York",Amazon,"com recommendations: item-to-item collaborative filtering. IEEE Internet Computing, 7(1):76– 80, 2003. doi: 10.1109/MIC.2003.1167344",2003
33,ekstrand18b,"Pasquale Lops, Marco De Gemmis, and Giovanni Semeraro",Content-based recommender systems: State of the art and trends,"In Recommender Systems Handbook, pages 73–105. Springer, 2011",2011
34,ekstrand18b,"Rishabh Mehrotra, Ashton Anderson, Fernando Diaz, Amit Sharma, Hanna Wallach, and Emine Yilmaz",Auditing search engines for differential satisfaction across demographics,"In Proc. of WWW Companion, 2017. ISBN 9781450349147. doi: 10.1145/3041021. 3054197. URL https://doi.org/10.1145/ 3041021.3054197",2017
35,ekstrand18b,Arkadiusz Paterek,Improving regularized singular value decomposition for collaborative filtering,"In Proc. of KDD cup and workshop, volume 2007, pages 5–8, 2007",2007
36,ekstrand18b,Michael J Pazzani,"A framework for collaborative, content-based and demographic filtering","Artificial intelligence review, 13(5-6):393–408, 1999",1999
37,ekstrand18b,Michael J Pazzani and Daniel Billsus,Contentbased recommendation systems,"In The adaptive web, pages 325–341. Springer, 2007",2007
38,ekstrand18b,"Paul Resnick, Neophytos Iacovou, Mitesh Suchak, Peter Bergstrom, and John Riedl",Grouplens: an open architecture for collaborative filtering of netnews,"In Proc. of ACM CSCW, pages 175–186, 1994",1994
39,ekstrand18b,"Francesco Ricci, Lior Rokach, Bracha Shapira, and Paul B Kantor",Recommender Systems Handbook,"Springer, 2015",2015
40,ekstrand18b,"Marco Rossetti, Fabio Stella, and Markus Zanker",Contrasting offline and online results when evaluating recommendation algorithms,"In Proc. of ACM RecSys, page 31–34, 2016. doi: 10.1145/2959100.2959176",2016
41,ekstrand18b,"Alan Said, Till Plumbaum, Ernesto W De Luca, and Sahin Albayrak",A comparison of how demographic data affects recommendation,"UMAP, page 7, 2011",2011
42,ekstrand18b,"Badrul Sarwar, George Karypis, Joseph Konstan, and John Riedl",Item-based collaborative filtering recommendation algorithms,"In Proc. of WWW, pages 285–295. ACM, 2001",2001
43,ekstrand18b,Guy Shani and Asela Gunawardana,Evaluating recommendation systems,"In Recommender Systems Handbook, pages 257–297. Springer, 2011",2011
44,ekstrand18b,Alvin Toffler,Future shock,"Bantam, 1990",1990
45,ekstrand18b,Marshall van Alstyne and Erik Brynjolfsson,Global village or Cyber-Balkans? modeling and measuring the integration of electronic communities,"Management Science, 51(6):851– 868, June 2005. doi: 10.1287/mnsc.1050.0363",2005
46,ekstrand18b,Ingmar Weber and Carlos Castillo,The demographics of web search,"In Proc. of ACM SIGIR, pages 523–530. ACM, 2010",2010
47,ekstrand18b,Sirui Yao and Bert Huang,Beyond parity: Fairness objectives for collaborative filtering,"Computing Research Repository, May 2017. URL http://arxiv.org/abs/1705.08804",2017
0,speicher18a,"Athanasios Andreou, Giridhari Venkatadri, Oana Goga, Krishna P Gummadi, Patrick Loiseau, and Alan Mislove",Investigating ad transparency mechanisms in social media: A case study of Facebook’s explanations,"In NDSS, 2018",2018
1,speicher18a,Julia Angwin and Terry Parris Jr,Facebook lets advertisers exclude users by race,"https: //www.propublica.org/article/facebooklets-advertisers-exclude-users-by-race, 2016",2016
2,speicher18a,"Julia Angwin, Ariana Tobin, and Madeleine Varner",Facebook (still) letting housing advertisers exclude users by race,"https: //www.propublica.org/article/facebookadvertising-discrimination-housing-racesex-national-origin, 2017a",2017
3,speicher18a,"Julia Angwin, Madeleine Varner, and Ariana Tobin",Facebook enabled advertisers to reach ‘jew haters’,"https://www.propublica.org/article/ facebook-enabled-advertisers-to-reach-jewhaters, 2017b",2017
4,speicher18a,Stephen Ansolabehere and Eitan Hersh,"Gender, race, age and voting: A research note","Politics and Governance, 2013",2013
5,speicher18a,Solon Barocas and Andrew D Selbst,Big data’s disparate impact,"California Law Review, 2016",2016
6,speicher18a,Dan Biddle,Adverse Impact and Test Validation: A Practitioner’s Guide to Valid and Defensible Employment Testing,"Gower, 2005",2005
7,speicher18a,Facebook,https://newsroom,"fb.com/news/2017/ 02/improving-enforcement-and-promotingdiversity-updates-to-ads-policies-andtools, 2017",2017
8,speicher18a,"Michael Feldman, Sorelle A Friedler, John Moeller, Carlos Scheidegger, and Suresh Venkatasubramanian",Certifying and removing disparate impact,"In ACM KDD, 2015",2015
9,speicher18a,"Anikó Hannák, Gary Soeller, David Lazer, Alan Mislove, and Christo Wilson",Measuring price discrimination and steering on e-commerce web sites,"In ACM IMC, 2014",2014
10,speicher18a,"Anikó Hannák, Claudia Wagner, David Garcia, Alan Mislove, Markus Strohmaier, and Christo Wilson",Bias in online freelance marketplaces: Evidence from TaskRabbit and Fiverr,"In ACM CSCW, 2017",2017
11,speicher18a,"Jure Leskovec, Lars Backstrom, and Jon Kleinberg",Meme-tracking and the dynamics of the news cycle,"In ACM KDD, 2009",2009
12,speicher18a,"Jakub Mikians, László Gyarmati, Vijay Erramilli, and Nikolaos Laoutaris",Detecting price and search discrimination on the internet,"In ACM HotNets, 2012",2012
13,speicher18a,"Tehila Minkus, Yuan Ding, Ratan Dey, and Keith W Ross",The city privacy attack: Combining social media and public records for detailed profiles of adults and children,"In ACM COSN, 2015",2015
14,speicher18a,"Alan Mislove, Sune Lehmann, Yong-Yeol Ahn, Jukka-Pekka Onnela, and J Niels Rosenquist",Understanding the demographics of Twitter users,"In AAAI ICWSM, 2011",2011
15,speicher18a,"Cong Tang, Keith Ross, Nitesh Saxena, and Ruichuan Chen","What’s in a name: A study of names, gender inference, and gender behavior in Facebook","In DASFAA, 2011",2011
0,datta18a,"Julia Angwin and Terry Parris, Jr",Facebook lets advertisers exclude users by race,"ProPublica, 2016",2016
1,datta18a,"Julia Angwin, Jeff Larson, Surya Mattu, and Lauren Kirchner",Machine Bias: There’s software used across the country to predict future criminals,"and its biased against blacks. ProPublica, May 2016",2016
2,datta18a,Solon Barocas and Andrew Selbst,Big data’s disparate impact,"California Law Review, 104: 671, 2016",2016
3,datta18a,"Tolga Bolukbasi, Kai-Wei Chang, James Y Zou, Venkatesh Saligrama, and Adam T Kalai",Man is to computer programmer as woman is to homemaker? Debiasing word embeddings,"In Advances in Neural Information Processing Systems, pages 4349–4357, 2016",2016
4,datta18a,"Aylin Caliskan, Joanna J Bryson, and Arvind Narayanan",Semantics derived automatically from language corpora contain human-like biases,"Science, 356(6334):183–186, 2017",2017
5,datta18a,"Amit Datta, Michael Carl Tschantz, and Anupam Datta","Automated experiments on ad privacy settings: A tale of opacity, choice, and discrimination","In Proceedings on Privacy Enhancing Technologies (PoPETs), 2015",2015
6,datta18a,Tarleton Gillespie,The relevance of algorithms,"Media technologies: Essays on communication, materiality, and society, 167, 2014",2014
7,datta18a,"Saikat Guha, Bin Cheng, and Paul Francis",Challenges in measuring online advertising systems,"In Proceedings of the 10th ACM SIGCOMM Conference on Internet Measurement, pages 81–87, New York, NY, USA, 2010",2010
8,datta18a,"Matthew Kay, Cynthia Matuszek, and Sean A Munson",Unequal representation and gender stereotypes in image search results for occupations,"In Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems, pages 3819–3828. ACM, 2015",2015
9,datta18a,Pauline T Kim,Data-driven discrimination at work,"Wm. & Mary L. Rev., 58:857, 2016",2016
10,datta18a,"Joshua A Kroll, Solon Barocas, Edward W Felten, Joel R Reidenberg, David G Robinson, and Harlan Yu",Accountable algorithms,"U. Pa. L. Rev., 165:633, 2016",2016
11,datta18a,Anja Lambrecht and Catherine E Tucker,Algorithmic bias? An empirical study into apparent gender-based discrimination in the display of STEM career ads,"Social Science Research Network (SSRN), August 2017",2017
12,datta18a,Latanya Sweeney,Discrimination in online ad delivery,"Commun. ACM, 56(5):44–54, May 2013",2013
13,datta18a,Deborah M Todd,CMU researchers see disparity in targeted online job ads,"Pittsburgh PostGazette, July 2015",2015
14,datta18a,Catherine A Tremble,Wild westworld: The application of Section 230 of the Communications Decency Act to social networks’ use of machine-learning algorithms,"Social Science Research Network (SSRN), 2017",2017
15,datta18a,"Michael Carl Tschantz, Amit Datta, Anupam Datta, and Jeannette M Wing",A methodology for information flow experiments,"In Computer Security Foundations Symposium, 2015",2015
16,datta18a,Valentina Zarya,The Percentage of Female CEOs in the Fortune 500 Drops to 4%,"Fortune, June 2016",2016
0,dwork18a,"Julia Angwin, Jeff Larson, Surya Mattu, and Lauren Kirchner",Machine bias: Theres software used across the country to predict future criminals,"and its biased against blacks. ProPublica, May, 23, 2016",2016
1,dwork18a,Elias Bareinboim and Judea Pearl,Causal inference and the data-fusion problem,"Proceedings of the National Academy of Sciences, 113(27): 7345–7352, 2016",2016
2,dwork18a,Richard Berk,The role of race in forecasts of violent crime,"Race and social problems, 1(4): 231, 2009",2009
3,dwork18a,Alexandra Chouldechova,Fair prediction with disparate impact: A study of bias in recidivism prediction instruments,"arXiv, 2017",2017
4,dwork18a,Jesse Davis and Mark Goadrich,The relationship between precision-recall and roc curves,"In Proceedings of the 23rd international conference on Machine learning, pages 233–240. ACM, 2006",2006
5,dwork18a,"J Deng, W Dong, R Socher, L-J Li, K Li, and L Fei-Fei",ImageNet: A Large-Scale Hierarchical Image Database,"In CVPR09, 2009",2009
6,dwork18a,"Cynthia Dwork, Moritz Hardt, Toniann Pitassi, Omer Reingold, and Richard Zemel",Fairness through awareness,"ITCS, 2011",2011
7,dwork18a,"Michael Feldman, Sorelle A Friedler, John Moeller, Carlos Scheidegger, and Suresh Venkatasubramanian",Certifying and removing disparate impact,"Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2015",2015
8,dwork18a,"Sorelle A Friedler, Carlos Scheidegger, and Suresh Venkatasubramanian",On the (im)possibility of fairness,"arXiv preprint arXiv:1609.07236, 2016",2016
9,dwork18a,"Moritz Hardt, Eric Price, and Nathan Srebro",Equality of opportunity in supervised learning,"NIPS, 2016",2016
10,dwork18a,"Avinatan Hassidim, Assaf Romm, and Ran I Shorrer",Redesigning the israeli psychology master’s match,"American Economic Review, 107(5):205–09, May 2017. doi: 10.1257/aer. p20171048. URL http://www.aeaweb.org/ articles?id=10.1257/aer.p20171048",2017
11,dwork18a,"U Hebert-Johnson, M Kim, O Reingold, and G Rothblum",Calibration for the (computationally-identifiable) masses,2017. arXiv:1711.08513v1,2017
12,dwork18a,"Matthew Joseph, Michael Kearns, Jamie H Morgenstern, and Aaron Roth",Fairness in learning: Classic and contextual bandits,"In Advances in Neural Information Processing Systems, pages 325–333, 2016",2016
13,dwork18a,"Toshihiro Kamishima, Shotaro Akaho, and Jun Sakuma",Fairness-aware learning through regularization approach,"In Proceedings of the 2011 IEEE 11th International Conference on Data Mining Workshops, ICDMW ’11, pages 643–650, Washington, DC, USA, 2011. IEEE Computer Society. ISBN 978-0-7695-4409-0. doi: 10.1109/ICDMW.2011.83. URL http: //dx.doi.org/10.1109/ICDMW.2011.83",2011
14,dwork18a,"Niki Kilbertus, Mateo Rojas-Carulla, Giambattista Parascandolo, Moritz Hardt, Dominik Janzing, and Bernhard Schölkopf",Avoiding discrimination through causal reasoning,"arXiv preprint arXiv:1706.02744, 2017",2017
15,dwork18a,"Jon Kleinberg, Sendil Mullainathan, and Manish Raghavan",Inherent trade-offs in the fair determination of risk scores,"arXiv, 2016",2016
16,dwork18a,"Alex Krizhevsky, Ilya Sutskever, and Geoffrey E Hinton",Imagenet classification with deep convolutional neural networks,"In F. Pereira, C. J. C. Burges, L. Bottou, and K. Q. Weinberger, editors, Advances in Neural Information Processing Systems 25, pages 1097–1105. Curran Associates, Inc., 2012",2012
17,dwork18a,"M J Kusner, J R Loftus, C Russell, and R Silva",Counterfactual Fairness,"ArXiv eprints, March 2017",2017
18,dwork18a,"Matt J Kusner, Joshua R Loftus, Chris Russell, and Ricardo Silva",Counterfactual fairness,"arXiv preprint arXiv:1703.06856, 2017",2017
19,dwork18a,Razieh Nabi and Ilya Shpitser,Fair inference on outcomes,"arXiv preprint arXiv:1705.10378, 2017",2017
20,dwork18a,"Judea Pearl, Madelyn Glymour, and Nicholas P Jewell",Causal inference in statistics: a primer,"John Wiley & Sons, 2016",2016
21,dwork18a,"Dino Pedreschi, Salvatore Ruggieri, and Franco Turini",Discrimination-aware data mining,"In Proceedings of the 14th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, KDD ’08, pages 560– 568, New York, NY, USA, 2008. ACM. ISBN 978-1-60558-193-4. doi: 10.1145/1401890. 1401959. URL http://doi.acm.org/10. 1145/1401890.1401959",2008
22,dwork18a,"R Zemel, Y Wu, K Swersky, T Pitassi, and C Dwork",Learning fair representations,"Proc. of Intl. Conf. on Machine Learning, 2013",2013
23,dwork18a,"Indre Zliobaite, Faisal Kamiran, and Toon Calders",Handling conditional discrimination,"In Proceedings of the 2011 IEEE 11th International Conference on Data Mining, ICDM ’11, pages 992–1001, Washington, DC, USA, 2011. IEEE Computer Society. ISBN 9780-7695-4408-3. doi: 10.1109/ICDM.2011. 72. URL http://dx.doi.org/10.1109/ICDM. 2011.72",2011
24,dwork18a,Appendix A,"Transfer Learning Bounds We derive a closed-form solution for θ, the (approximately) optimal down-weighting of outgroup data for our transfer learning algorithm","This solution depends on a bound ∆ (defined in Theorem 8) on the difference in classifier ranking across different groups. For small ∆, the difference in error rates of each pair of classifiers is approximately the same for in-group and outgroup data. In this case, we expect generalization to work well and hence θ ≈ 1. For large ∆, outgroup data doesn’t provide much guidance for the optimal in-group classifier, and we expect θ ≈ 0. Finally, for a fixed k and θ ∈ [0, 1], let ĉ be a classifier that minimizes the empirical loss when out-of-group samples are down-weighted by θ, i.e., ĉ ∈ arg min c∈CkP nk ˆ̀ k(c) + θn−k ˆ̀−k(c), and c∗ be an optimal classifier that minimizes the true loss, i.e., c∗ ∈ arg min c∈CkP `k(c). We would like to choose θ such that `k(ĉ) is close to `k(c∗). In order to derive a closed-form solution for θ in terms of ∆, we use concentration bounds to bound the expected error rates of ĉ and c∗ in terms of ∆ and θ, and then choose θ to minimize this expression. Lemma 9 Fix any k ≤ K,P, nk, n−k ≥ 0 and ∆, θ ≥ 0. Let 〈xi, yi〉ni=1 be n = nk + n−k training examples drawn from D conditioned on exactly nk belonging to group k. Let ĉ ∈ arg minc∈CkP nk ˆ̀ k(c) + θn−k ˆ̀−k(c) be any minimizer of empirical error when the non-group-k examples have been down-weighted by θ. Then, Pr [ `k(ĉ) ≤ min c∈CkP `k(c) + f(θ, nk, n−k,∆, δ) ] ≥ 1−δ, where the probability is taken over the n = nk + n−k training iid samples, and f(θ, nk, n−k,∆, δ) is defined as: (√ 2(nk + θ2n−k) log 2|C| δ + θn−k∆ ) . (5) Unfortunately, the minimum value of f is a complicated algebraic quantity that is easy to compute but not easy to directly interpret. Instead, we can see that: Lemma 10 For f from Equation (5), g(nk, n−k,∆, δ) = minθ∈[0,1] f(θ, nk, n−k,∆, δ) is at most min √ 2 nk log 2|C| δ , √ log 2|C| δ + n−k n ∆  , (6) with equality if and only if nk ≥ 2 ∆2 log 2|C| δ in which case the minimum occurs at θ = 0 where g(nk, n−k,∆) = √ log 2|C| δ . Otherwise the minimum occurs at, θ∗ = √ β2 n−k nk (1− β)− β for β = ∆2 2 nk log(2|C|/δ). Appendix B. Dataset ids For reproducibility, the id’s and feature names for the 47 open ml datasets were as follows: (21, ’buying’), (23, ’Wifes education’), (26, ’parents’), (31, ’checking status’), (50, ’topleft-square’), (151, ’day’), (155, ’s1’), (183, ’Sex’), (184, ’white king row’), (292, ’Y’), (333, ’class’), (334, ’class’), (335, ’class’), (351, ’Y’), (354, ’Y’), (375, ’speaker’), (469, ’DMFT.Begin’), (475, ’Time of survey’), (679, ’sleep state’), (720, ’Sex’), (741, ’sleep state’), (825, ’RAD’), (826, ’Occasion’), (872, ’RAD’), (881, ’x3’), (915, ’SMOKSTAT’), (923, ’isns’), (934, ’family structure’), (959, ’parents’), (983, ’Wifes education’), (991, ’buying’), (1014, ’DMFT.Begin’), (1169, ’Airline’), (1216, ’click’), (1217, ’click’), (1218, ’click’), (1235, ’elevel’), (1236, ’size’), (1237, ’size’), (1470, ’V2’), (1481, ’V3’), (1483, ’V1’), (1498, ’V5’), (1557, ’V1’), (1568, ’V1’), (4135, ’RESOURCE’), (4552, ’V1’)",
0,kamishima18a,G Adomavicius and Y Kwon,Improving aggregate recommendation diversity using rankingbased techniques,"IEEE Trans. on Knowledge and Data Engineering, 24(5):896–911, 2012",2012
1,kamishima18a,C M Bishop,Pattern Recognition And Machine Learning,"Information Science and Statistics. Springer, 2006",2006
2,kamishima18a,T Calders and S Verwer,Three naive Bayes approaches for discrimination-free classification,"Data Mining and Knowledge Discovery, 21: 277–292, 2010",2010
3,kamishima18a,"T Calders, A Karim, F Kamiran, W Ali, and X Zhang",Controlling attribute effect in linear regression,"In Proc. of the 13th IEEE Int’l Conf. on Data Mining, pages 71–80, 2013",2013
4,kamishima18a,Ò Celma and P Cano,From hits to niches?: or how popular artists can bias music recommendation and discovery,"In Proc. of the 2nd KDD Workshop on Large-Scale Recommender Systems and the Netflix Prize Competition, 2008",2008
5,kamishima18a,"D Cosley, S K Lam, I Albert, J A Konstan, and J Riedl",Is seeing believing? how recommender interfaces affect users’ opnions,"In Proc. of the SIGCHI Conf. on Human Factors in Computing Systems, pages 585–592, 2003",2003
6,kamishima18a,T M Cover and J A Thomas,Elements of Information Theory,"Wiley Series in Telecommunications and Signal Processing. Wiley, second edition, 2006",2006
7,kamishima18a,"A Datta, S Sen, and Y Zick",Algorithmic transparency via quantitative input influence,"In IEEE Symposium on Security and Privacy, 2016",2016
8,kamishima18a,S Forden,Google said to face ultimatum from FTC in antitrust talks,"Bloomberg, Nov. 13 2012. 〈http://bloom.bg/PPNEaS〉",2012
9,kamishima18a,A Gunawardana and G Shani,A survey of accuracy evaluation metrics of recommendation tasks,"Journal of Machine Learning Research, 10:2935–2962, 2009",2009
10,kamishima18a,"S Hajian, F Bonchi, and C Castillo",Algorithmic bias: from discrimination discovery to fairness-aware data mining,"The 22nd ACM SIGKDD Int’l Conf. on Knowledge Discovery and Data Mining, Tutorial, 2016",2016
11,kamishima18a,"J L Herlocker, J A Konstan, and J Riedl",Explaining collaborative filtering recommendations,"In Proc. of the Conf. on Computer Supported Cooperative Work, pages 241–250, 2000",2000
12,kamishima18a,M Jamali and M Ester,A matrix factorization technique with trust propagation for recommendation in social networks,"In Proc. of the 4th ACM Conf. on Recommender Systems, pages 135–142, 2010",2010
13,kamishima18a,"F Kamiran, A Karim, and X Zhang",Decision theory for discrimination-aware classification,"In Proc. of the 12th IEEE Int’l Conf. on Data Mining, pages 924–929, 2012",2012
14,kamishima18a,"F Kamiran, I Žliobaitė, and T Calders",Quantifying explainable discrimination and removing illegal discrimination in automated decision making,"Knowledge and Information Systems, 35:613–644, 2013",2013
15,kamishima18a,T Kamishima,Nantonac collaborative filtering: Recommendation based on order responses,"In Proc. of The 9th Int’l Conf. on Knowledge Discovery and Data Mining, pages 583–588, 2003",2003
16,kamishima18a,T Kamishima and S Akaho,Considerations on recommendation independence for a find-gooditems task,"In Workshop on Responsible Recommendation, 2017",2017
17,kamishima18a,"T Kamishima, S Akaho, H Asoh, and J Sakuma",Enhancement of the neutrality in recommendation,"In The 2nd Workshop on Human Decision Making in Recommender Systems, 2012a",2012
18,kamishima18a,"T Kamishima, S Akaho, H Asoh, and J Sakuma",Fairness-aware classifier with prejudice remover regularizer,"In Proc. of the ECML PKDD 2012, Part II, pages 35–50, 2012b. [LNCS 7524]",2012
19,kamishima18a,"T Kamishima, S Akaho, H Asoh, and J Sakuma",Efficiency improvement of neutrality-enhanced recommendation,"In The 3rd Workshop on Human Decision Making in Recommender Systems, 2013",2013
20,kamishima18a,"T Kamishima, S Akaho, H Asoh, and I Sato",Model-based approaches for independenceenhanced recommendation,"In Proc. of the IEEE 16th Int’l Conf. on Data Mining Workshops, pages 860–867, 2016",2016
21,kamishima18a,Y Koren,Factorization meets the neighborhood: A multifaceted collaborative filtering model,"In Proc. of the 14th ACM SIGKDD Int’l Conf. on Knowledge Discovery and Data Mining, pages 426–434, 2008",2008
22,kamishima18a,M Kunaver and T Požrl,Diversity in recommender systems — a survey,"Knowledge-Based Systems, 123:154–162, 2017",2017
23,kamishima18a,"N Lathia, S Hailes, L Capra, and X Amatriain",Temporal diversity in recommender systems,"In Proc. of the 33rd Annual ACM SIGIR Conf. on Research and Development in Information Retrieval, pages 210–217, 2010",2010
24,kamishima18a,F Maxwell Harper and J A Konstan,The movielens datasets: History and context,"ACM Trans. on Interactive Intelligent Systems, 5(4), 2015",2015
25,kamishima18a,"S M McNee, J Riedl, and J A Konstan",Accurate is not always good: How accuracy metrics have hurt recommender systems,"In Proc. of the SIGCHI Conf. on Human Factors in Computing Systems, pages 1097–1101, 2006",2006
26,kamishima18a,E Pariser,The Filter Bubble: What The Internet Is Hiding From You,"Viking, 2011",2011
27,kamishima18a,"D Pedreschi, S Ruggieri, and F Turini",Discrimination-aware data mining,"In Proc. of the 14th ACM SIGKDD Int’l Conf. on Knowledge Discovery and Data Mining, pages 560– 568, 2008",2008
28,kamishima18a,"A Pérez-Suay, V Laparra, G Mateo-Garćıa, J Muños-Maŕı, L Gómez-Chova, and G Camps-Valls",Fair kernel learning,"In Proc. of the ECML PKDD 2017, 2017",2017
