,Source Article,Authors,Referenced Article,Venue,Year
110,3351095.3372826,"Andrew Smart, Richard Tutton, Paul Martin, George T.H. Ellison, and Richard Ashcroft",The standardization of race and ethnicity in biomedical science editorials and uk biobanks,"Social Studies of Science, 38(3):407–423, 2008",2008
111,3351095.3372826,C Matthew Snipp,Racial measurement in the american census: Past practices and implications for the future,"Annual Review of Sociology, 29(1):563–588, 2003",2003
112,3351095.3372826,Kim TallBear,Native American DNA: Tribal belonging and the false promise of genetic science,"U of Minnesota Press, 2013",2013
113,3351095.3372826,"Edward Telles, René D. Flores, and Fernando Urrea-Giraldo","Pigmentocracies: Educational inequality, skin color and census ethnoracial identification in eight latin american countries","Research in Social Stratification and Mobility, 40:39 – 58, 2015",2015
114,3351095.3372826,Edward E. Telles and Nelson Lim,Does it matter who answers the race question? racial classification and income inequality in brazil,"Demography, 35(4):465–474, 1998",1998
115,3351095.3372826,Charles Tilly,"Coercion, Capital, and European States, AD 990-1992","B. Blackwell, 1990",1990
116,3351095.3372826,David Williams and Pamela Braboy Jackson,Social sources of racial disparities in health,"Health affairs (Project Hope), 24:325–34, 03 2005",2005
117,3351095.3372826,David Williams and Chiquita Collins,Racial residential segregation: A fundamental cause of racial disparities in health,"Public Health Reports, 116:404–416, 09 2001",2001
118,3351095.3372826,David R. Williams,The concept of race in health services research: 1966 to 1990,"Health Services Research, 29(3):261–274, 1994",1994
119,3351095.3372826,David R. Williams and Michelle Sternthal,Understanding racial-ethnic disparities in health: sociological contributions,"Journal of Health and Social Behavior, 51 Suppl(Suppl):S15–S27, 2010",2010
120,3351095.3372826,"Blaise Agüera y Arcas, Margaret Mitchell, and Alexander Todorov",Physiognomy’s new clothes,"Medium, 2017",2017
121,3351095.3372826,"Michael Yudell, Dorothy Roberts, Rob DeSalle, and Sarah Tishkoff",Taking race out of human genetics,"Science, 351(6273):564–565, 2016",2016
122,3351095.3372826,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez Rodriguez, and Krishna P. Gummadi",Fairness beyond disparate treatment & disparate impact: Learning classification without disparate mistreatment,"In Proceedings of the 26th International Conference on World Wide Web, WWW ’17, pages 1171–1180, Republic and Canton of Geneva, Switzerland, 2017. International World Wide Web Conferences Steering Committee",2017
123,3351095.3372826,Tukufu Zuberi,Deracializing social statistics: Problems in the quantification of race,"The Annals of the American Academy of Political and Social Science, 568:172–185, 2000",2000
124,3351095.3372826,Tukufu Zuberi,Thicker Than Blood: How Racial Statistics Lie,"U of Minnesota Press, 2001",2001
0,3351095.3372852,Amina Adadi and Mohammed Berrada,Peeking inside the black-box: A survey on Explainable Artiicial Intelligence (XAI),"IEEE Access 6 (2018), 52138ś 52160",2018
1,3351095.3372852,"Gagan Bansal, Besmira Nushi, Ece Kamar, Dan Weld, Walter Lasecki, and Eric Horvitz",Updates in Human-AI Teams: Understanding and Addressing the Performance/Compatibility Tradeof,In AAAI Conference on Artiicial Intelligence. AAAI. https://www.microsoft.com/enus/research/publication/updates-in-human-ai-teams-understanding-andaddressing-the-performance-compatibility-tradeof/,2019
2,3351095.3372852,"Carrie J. Cai, Jonas Jongejan, and Jess Holbrook",The efects of examplebased explanations in a machine learning interface,"In International Conference on Intelligent User Interfaces, Proceedings IUI, Vol. Part F147615. Association for Computing Machinery, 258ś262. https://doi.org/10.1145/3301275.3302289",2019
3,3351095.3372852,"Diogo V. Carvalho, Eduardo M. Pereira, and Jaime S. Cardoso",Machine Learning Interpretability: A Survey on Methods and Metrics,"Electronics 8, 8 (jul 2019), 832. https://doi.org/10.3390/electronics8080832",2019
4,3351095.3372852,"Hao Fei Cheng, Ruotong Wang, Zheng Zhang, Fiona O’Connell, Terrance Gray, F. Maxwell Harper, and Haiyi Zhu",Explaining decision-making algorithms through UI: Strategies to help non-expert stakeholders,In Conference on Human Factors in Computing Systems - Proceedings. Association for ComputingMachinery. https://doi.org/10.1145/3290605.3300789,2019
5,3351095.3372852,M. L. Cummings,Automation bias in intelligent time critical decision support systems,"In Collection of Technical Papers - AIAA 1st Intelligent Systems Technical Conference, Vol. 2. 557ś562",2004
6,3351095.3372852,"Berkeley J Dietvorst, Joseph P Simmons, and Cade Massey",Algorithm aversion: People erroneously avoid algorithms after seeing them err,"Journal of Experimental Psychology: General 144, 1 (2015), 114",2015
7,3351095.3372852,"Jonathan Dodge, Q. Vera Liao, Yunfeng Zhang, Rachel K.E. Bellamy, and Casey Dugan",Explaining models: An empirical study of how explanations impact fairness judgment,"In International Conference on Intelligent User Interfaces, Proceedings IUI, Vol. Part F147615. Association for Computing Machinery, 275ś285. https://doi.org/10.1145/3301275.3302310",2019
8,3351095.3372852,Finale Doshi-Velez and Been Kim,Towards A Rigorous Science of Interpretable Machine Learning,(feb 2017). arXiv:1702.08608 http://arxiv.org/abs/ 1702.08608,2017
9,3351095.3372852,Dheeru Dua and Casey Graf,UCI Machine Learning Repository,http: //archive.ics.uci.edu/ml,2017
10,3351095.3372852,"Riccardo Guidotti, Anna Monreale, Salvatore Ruggieri, Franco Turini, Fosca Giannotti, and Dino Pedreschi",A survey of methods for explaining black box models,"Comput. Surveys 51, 5 (aug 2018). https://doi.org/10.1145/3236009",2018
11,3351095.3372852,"D Harrison McKnight, Larry L Cummings, and Norman L Chervany",The Academy of Management Review,Technical Report,1998
12,3351095.3372852,"Tove Helldin, Göran Falkman, Maria Riveiro, and Stafan Davidsson",Presenting system uncertainty in automotive UIs for supporting trust calibration in autonomous driving,"In Proceedings of the 5th International Conference on Automotive User Interfaces and Interactive Vehicular Applications, AutomotiveUI 2013. 210ś217. https://doi.org/10.1145/2516540.2516554",2013
13,3351095.3372852,"Robert R Hofman, Shane TMueller, Gary Klein, and Jordan Litman",Metrics for explainable AI: Challenges and prospects,arXiv preprint arXiv:1812.04608 (2018),2018
14,3351095.3372852,"Jason D Johnson, Julian Sanchez, Arthur D Fisk, and Wendy A Rogers",Type of automation failure: The efects on trust and reliance in automation,"In Proceedings of the Human Factors and Ergonomics Society Annual Meeting, Vol. 48. SAGE Publications Sage CA: Los Angeles, CA, 2163ś2167",2004
15,3351095.3372852,"Johannes Kunkel, Tim Donkers, Lisa Michael, Catalin-Mihai Barbu, and Jürgen Ziegler",Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems,"In Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems. ACM, 487",2019
16,3351095.3372852,Vivian Lai and Chenhao Tan,On Human Predictions with Explanations and Predictions of Machine Learning Models,"In Proceedings of the Conference on Fairness, Accountability, and Transparency - FAT* ’19. ACM Press, New York, New York, USA, 29ś38. https://doi.org/10.1145/3287560.3287590",2019
17,3351095.3372852,J. D. Lee and K. A. See,Trust in Automation: Designing for Appropriate Reliance,"Human Factors: The Journal of the Human Factors and Ergonomics Society 46, 1 (jan 2004), 50ś80. https://doi.org/10.1518/hfes.46.1.50_30392",2004
18,3351095.3372852,Scott M Lundberg and Su-In Lee,A Uniied Approach to Interpreting Model Predictions,"In Advances in Neural Information Processing Systems 30, I Guyon, U V Luxburg, S Bengio, H Wallach, R Fergus, S Vishwanathan, and R Garnett (Eds.). Curran Associates, Inc., 4765ś4774",2017
19,3351095.3372852,John M. McGuirl and Nadine B. Sarter,Supporting trust calibration and the efective use of decision aids by presenting dynamic system conidence information,"Human Factors 48, 4 (dec 2006), 656ś665. https://doi.org/10.1518/ and validating trust measures for e-commerce: An integrative typology. Information Systems Research 13, 3 (2002), 334ś359. https://doi.org/10.1287/isre.13.3.334. Sciences. (2017). https://doi.org/arXiv:1706.07269v1 arXiv:1706.07269",2006
20,3351095.3372852,"AnhNguyen, Jason Yosinski, and Jef Clune",Deep neural networks are easily fooled: High conidence predictions for unrecognizable images,"In Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition, Vol. 07-12-June-2015. IEEE Computer Society, 427ś436. https://doi.org/10.1109/ CVPR.2015.7298640",2015
21,3351095.3372852,Alexandru Niculescu-Mizil and Rich Caruana,Predicting Good Probabilities with Supervised Learning,"In Proceedings of the 22Nd International Conference on Machine Learning (ICML ’05). ACM, New York, NY, USA, 625ś632. https: //doi.org/10.1145/1102351.1102430",2005
22,3351095.3372852,John O’Donovan and Barry Smyth,Trust in recommender systems,"In Proceedings of the 10th international conference on Intelligent user interfaces. ACM, 167ś174",2005
23,3351095.3372852,"Vlad L. Pop, Alex Shrewsbury, and Francis T. Durso",Individual diferences in the calibration of trust in automation,"Human Factors 57, 4 (jun 2015), 545ś556. https://doi.org/10.1177/0018720814564422",2015
24,3351095.3372852,"Forough Poursabzi-Sangdeh, Daniel G Goldstein, Jake M Hofman, Jennifer Wortman Vaughan, and Hanna Wallach",Manipulating and Measuring Model Interpretability,(feb 2018). arXiv:1802.07810 https://arxiv.org/pdf/1802.07810. pdfhttp://arxiv.org/abs/1802.07810,2018
25,3351095.3372852,"Marco Tulio Ribeiro, Sameer Singh, and Carlos Guestrin","""Why Should I Trust You?"": Explaining the Predictions of Any Classiier Marco","In Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining - KDD ’16. ACM Press, New York, New York, USA, 1135ś1144. https://doi.org/10.1145/2939672.2939778 arXiv:1602.04938",2016
26,3351095.3372852,"James Schafer, John O’Donovan, James Michaelis, Adrienne Raglin, and Tobias Höllerer",I can do better than your AI: Expertise and explanations,"In International Conference on Intelligent User Interfaces, Proceedings IUI, Vol. Part F147615. Association for Computing Machinery, 240ś251. https://doi.org/10. 1145/3301275.3302308",2019
27,3351095.3372852,"Ming Yin, Jennifer Wortman Vaughan, and Hanna Wallach",Understanding the efect of accuracy on trust in machine learning models,In Conference on Human Factors in Computing Systems - Proceedings. Association for Computing Machinery. https://doi.org/10.1145/3290605.3300509,2019
28,3351095.3372852,Forrest W Young,Twelve-choice probability learning with payofs,"Psychonomic Science 7, 10 (1967), 353ś354",1967
29,3351095.3372852,"Kun Yu, Shlomo Berkovsky, Ronnie Taib, Jianlong Zhou, and Fang Chen",Do I trust my machine teammate? An investigation from perception to decision,"In International Conference on Intelligent User Interfaces, Proceedings IUI, Vol. Part F147615. Association for Computing Machinery, 460ś468. https://doi.org/10. 1145/3301275.3302277",2019
0,3351095.3372857.txt,Amartya Sen,"Equality of What? Cambridge University Press, Cambridge, 1980","Reprinted in John Rawls et al., Liberty, Equality and Law (Cambridge: Cambridge University Press, 1987)",1980
1,3351095.3372857.txt,"Michael Feldman, Sorelle A Friedler, JohnMoeller, Carlos Scheidegger, and Suresh Venkatasubramanian",Certifying and removing disparate impact,"In Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, pages 259–268. ACM, 2015",2015
2,3351095.3372857.txt,"Moritz Hardt, Eric Price, Nati Srebro, et al",Equality of opportunity in supervised learning,"In Advances in Neural Information Processing Systems, pages 3315–3323, 2016",2016
3,3351095.3372857.txt,"Cynthia Dwork, Moritz Hardt, Toniann Pitassi, Omer Reingold, and Richard Zemel",Fairness through awareness,"In Proceedings of the 3rd Innovations in Theoretical Computer Science Conference, pages 214–226. ACM, 2012",2012
4,3351095.3372857.txt,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez Rodriguez, and Krishna P Gummadi",Fairness beyond disparate treatment & disparate impact: Learning classification without disparate mistreatment,"In Proceedings of the 26th International Conference on World Wide Web, pages 1171–1180. International World Wide Web Conferences Steering Committee, 2017",2017
5,3351095.3372857.txt,Yahav Bechavod and Katrina Ligett,Learning fair classifiers: A regularizationinspired approach,"arXiv preprint arXiv:1707.00044, 2017",2017
6,3351095.3372857.txt,Alexandra Chouldechova,Fair prediction with disparate impact: A study of bias in recidivism prediction instruments,"Big data, 5(2):153–163, 2017",2017
7,3351095.3372857.txt,"Jon Kleinberg, Sendhil Mullainathan, and Manish Raghavan",Inherent trade-offs in the fair determination of risk scores,"In Proceedings of the 8th Innovations in Theoretical Computer Science Conference, pages 43:1–43:23. ACM, 2017",2017
8,3351095.3372857.txt,"Toshihiro Kamishima, Shotaro Akaho, and Jun Sakuma",Fairness-aware learning through regularization approach,"In Data Mining Workshops (ICDMW), 2011 IEEE 11th International Conference on, pages 643–650. IEEE, 2011",2011
9,3351095.3372857.txt,"Rich Zemel, Yu Wu, Kevin Swersky, Toni Pitassi, and Cynthia Dwork",Learning fair representations,"In International Conference on Machine Learning, pages 325–333, 2013",2013
10,3351095.3372857.txt,"Matthew Joseph, Michael Kearns, Jamie HMorgenstern, and Aaron Roth",Fairness in learning: Classic and contextual bandits,"In Advances in Neural Information Processing Systems, pages 325–333, 2016",2016
11,3351095.3372857.txt,"Geoff Pleiss, Manish Raghavan, Felix Wu, Jon Kleinberg, and Kilian Q Weinberger",On fairness and calibration,"In Advances in Neural Information Processing Systems, pages 5680–5689, 2017",2017
12,3351095.3372857.txt,"Flavio Calmon, Dennis Wei, Bhanukiran Vinzamuri, Karthikeyan Natesan Ramamurthy, and Kush R Varshney",Optimized pre-processing for discrimination prevention,"In Advances in Neural Information Processing Systems, pages 3992– 4001, 2017",2017
13,3351095.3372857.txt,"Matt J Kusner, Joshua Loftus, Chris Russell, and Ricardo Silva. Counterfactual fairness","In Advances in Neural Information Processing Systems, pages 4066–4076, 2017",,2017
14,3351095.3372857.txt,"Niki Kilbertus, Mateo Rojas Carulla, Giambattista Parascandolo, Moritz Hardt, Dominik Janzing, and Bernhard Schölkopf",Avoiding discrimination through causal reasoning,"In Advances in Neural Information Processing Systems, pages 656–666, 2017",2017
15,3351095.3372857.txt,"Michael Kearns, Seth Neel, Aaron Roth, and Zhiwei Steven Wu",Preventing fairness gerrymandering: Auditing and learning for subgroup fairness,"In International Conference on Machine Learning, pages 2569–2577, 2018",2018
16,3351095.3372857.txt,"Michele Donini, Luca Oneto, Shai Ben-David, John S Shawe-Taylor, and Massimiliano Pontil",Empirical risk minimization under fairness constraints,"In Advances in Neural Information Processing Systems, pages 2791–2801, 2018",2018
17,3351095.3372857.txt,"Alekh Agarwal, Alina Beygelzimer, Miroslav Dudik, John Langford, and Hanna Wallach",A reductions approach to fair classification,"In International Conference on Machine Learning, pages 60–69, 2018",2018
18,3351095.3372857.txt,Sendhil Mullainathan,Algorithmic fairness and the social welfare function,"In Proceedings of the 2018 ACM Conference on Economics and Computation, pages 1–1. ACM, 2018",2018
19,3351095.3372857.txt,"Hoda Heidari, Claudio Ferrari, Krishna Gummadi, and Andreas Krause",Fairness behind a veil of ignorance: A welfare analysis for automated decision making,"In Advances in Neural Information Processing Systems, pages 1265–1276, 2018",2018
20,3351095.3372857.txt,Sam Corbett-Davies and Sharad Goel,The measure and mismeasure of fairness: A critical review of fair machine learning,"arXiv preprint arXiv:1808.00023, 2018",2018
21,3351095.3372857.txt,"Lydia Liu, Sarah Dean, Esther Rolf, Max Simchowitz, and Moritz Hardt",Delayed impact of fair machine learning,"In International Conference on Machine Learning, pages 3156–3164, 2018",2018
22,3351095.3372857.txt,Christopher P Diehl and Gert Cauwenberghs,"Svm incremental learning, adaptation and optimization","In Neural Networks, 2003. Proceedings of the International Joint Conference on, volume 4, pages 2685–2690. IEEE, 2003",2003
23,3351095.3372857.txt,"Trevor Hastie, Saharon Rosset, Robert Tibshirani, and Ji Zhu",The entire regularization path for the support vector machine,"Journal of Machine Learning Research, 5(Oct):1391–1415, 2004",2004
24,3351095.3372857.txt,"Li Wang, Ji Zhu, and Hui Zou",The doubly regularized support vector machine,"Statistica Sinica, 16(2):589, 2006",2006
25,3351095.3372857.txt,"Gang Wang, Dit-Yan Yeung, and Frederick H Lochovsky",A kernel path algorithm for support vector machines,"In Proceedings of the 24th international conference on Machine learning, pages 951–958. ACM, 2007",2007
26,3351095.3372857.txt,"Masayuki Karasuyama, Naoyuki Harada, Masashi Sugiyama, and Ichiro Takeuchi",Multi-parametric solution-path algorithm for instance-weighted support vector machines,"Machine learning, 88(3):297–330, 2012",2012
27,3351095.3372857.txt,"Blake Woodworth, Suriya Gunasekar, Mesrob I Ohannessian, and Nathan Srebro",Learning non-discriminatory predictors,"In Conference on Learning Theory, pages 1920–1953, 2017",2017
28,3351095.3372857.txt,Marc Fleurbaey and François Maniquet,"A theory of fairness and social welfare, volume 48","Cambridge University Press, 2011",2011
29,3351095.3372857.txt,Emmanuel Saez and Stefanie Stantcheva,Generalized social marginal welfare weights for optimal tax theory,"American Economic Review, 106(1):24–45, 2016",2016
30,3351095.3372857.txt,"Lucy F Ackert, Jorge Martinez-Vazquez, and Mark Rider",Social preferences and tax policy design: some experimental evidence,"Economic Inquiry, 45(3):487–501, 2007",2007
31,3351095.3372857.txt,"Floris T Zoutman, Bas Jacobs, and Egbert LW Jongen",Optimal redistributive taxes and redistributive preferences in the netherlands,"Erasmus University Rotterdam, 2013",2013
32,3351095.3372857.txt,Vidar Christiansen and Eilev S Jansen,Implicit social preferences in the norwegian system of indirect taxation,"Journal of Public Economics, 10(2):217–245, 1978",1978
33,3351095.3372857.txt,Matthew Adler,Well-being and fair distribution: beyond cost-bene￿t analysis,"Oxford University Press, 2012",2012
34,3351095.3372857.txt,"Marc Fleurbaey, François Maniquet, et al",Optimal taxation theory and principles of fairness,"Technical report, Université catholique de Louvain, Center for Operations Research and ?, 2015",2015
35,3351095.3372857.txt,"Ilyana Kuziemko, Michael I Norton, Emmanuel Saez, and Stefanie Stantcheva",How elastic are preferences for redistribution? evidence from randomized survey experiments,"American Economic Review, 105(4):1478–1508, 2015",2015
36,3351095.3372857.txt,Herbert Edelsbrunner and Ernst Peter Mücke,Simulation of simplicity: a technique to cope with degenerate cases in geometric algorithms,"ACM Transactions on Graphics (tog), 9(1):66–104, 1990",1990
0,3351095.3372875,"Sandra	 Wachter,	 Brent	 Mittelstadt,	 and	 Luciano	 Floridi,	 ‘Why	 a	 Right	 to	 Explanation	of	Automated	Decision-Making	Does	Not	Exist	 in	 the	General	 Data	Protection	Regulation’,	International	Data	Privacy	Law",",	no","	2	(1	May	 2017):	76–99,	https://doi.org/10.1093/idpl/ipx005",7
1,3351095.3372875,"Gianclaudio	Malgieri	 and	 Giovanni	 Comandé,	 ‘Why	 a	 Right	 to	 Legibility	 of	 Automated	 Decision-Making	 Exists	 in	 the	 General	 Data	 Protection	 Regulation’,	 International	 Data	 Privacy	 Law",",	 no","	 4	 (1	November	 2017):	 243–65,	https://doi.org/10.1093/idpl/ipx019",7
2,3351095.3372875,"Brice	Goodman	and	S.	Flaxman,","EU	Regulations	on	Algorithmic	DecisionMaking	 and	 a	 “right	 to	 Explanation,”	 http://arxiv","org/abs/1606.08813,	 accessed	30	June	2018",2016
3,3351095.3372875,"Andrew	 Selbst	 and	 Julie	 Powles;	 ‘Meaningful	 information	 and	 the	 right	 to	 explanation’,	 International	Data	Privacy	Law",",	 no","	 4	 (1	November	2017:,	 233–242,	https://doi.org/10.1093/idpl/ipx022	",7
4,3351095.3372875,"Maja	Brkan,	‘Do	Algorithms	Rule	the	World?	Algorithmic	Decision-Making	and	 Data	Protection	in	the	Framework	of	the	GDPR	and	Beyond’,	International	 Journal	 of	 Law	 and	 Information	 Technology,	 accessed","April	 2019,	 https://doi",org/10.1093/ijlit/eay017;,24
5,3351095.3372875,"Margot	 E.	 Kaminski,	 ‘The	 Right	 to	 Explanation,	 Explained’,	 Berkeley	 Technology	 Law	 Journal,",",	 no","	 1	 (2019),	 https://papers.ssrn.com/abstract=3196985",34
6,3351095.3372875,"Antoni	Roig,	‘Safeguards	for	the	Right	Not	to	Be	Subject	to	a	Decision	Based	 Solely	on	Automated	Processing	(Article","GDPR)’,	European	Journal	of	Law	 and	Technology	8,	no","	3	(21	January	2018),	http://ejlt.org/article/view/570;",22
7,3351095.3372875,"Lilian	Edwards	and	Michael	Veale,	‘Slave	to	the	Algorithm?	Why	a	“Right	to	an	 Explanation”	Is	Probably	Not	the	Remedy	You	Are	Looking	For’,	Duke	Law	&	 Technology	Review",",	no",	1	(4	December	2017):	18–84;,16
8,3351095.3372875,"Bryan	 Casey,	 Ashkon	 Farhangi,	 and	 Roland	 Vogl,	 ‘Rethinking	 Explainable	 Machines:	 The	 GDPR’s	 “Right	 to	 Explanation”	 Debate	 and	 the	 Rise	 of	 Algorithmic	Audits	in	Enterprise’,	Berkeley	Technology	Law	Journal",",	no","	 2019	(19	February	2018),	https://papers.ssrn.com/abstract=3143325",34
9,3351095.3372875,Article,"Working	 Party,	 Guidelines	 on	 Automated	 individual	 decisionmaking	and	Profiling	for	the	purposes	of	Regulation	2016/679,	Adopted	on	 3	 October	 2017,	 As	 last	 Revised	 and	 Adopted	 on	 6	 February	 2018,	 WP251rev","01,	29",29
10,3351095.3372875,"Margot	E.	Kaminski,	‘Binary	Governance:	Lessons	from	the	GDPR’s	Approach	 to	 Algorithmic	 Accountability’,	 Southern	 California	 Law	 Review",",	 no","	 6	 (2019):	4,	https://papers.ssrn.com/abstract=3351404",92
11,3351095.3372875,"Michael	Veale	and	Lilian	Edwards,	‘Clarity,	Surprises,	and	Further	Questions	 in	 the	 Article","Working	 Party	 Draft	 Guidance	 on	 Automated	 DecisionMaking	and	Profiling’,	Computer	Law	&	Security	Review	 34,	no","	2	 (1	April	 2018):	398–404,	https://doi.org/10.1016/j.clsr.2017.12.002",29
12,3351095.3372875,"Jody	 Freeman,	 ‘The	 Private	 Role	 in	 the	 Public	 Governance’,	 New	 York	 University	Law	Review",(2000):	543;,,75
13,3351095.3372875,"K.	 Bamberger,	 ‘Regulation	 as	Delegation:	 Private	 Firms,	 Decision-making,	 and	Accountability	in	the	Administrative	State’,	Duke	Law	Journal,","January	 2006,	377",,1
14,3351095.3372875,"Lilian	Edwards	and	Michael	Veale,	‘Enslaving	the	Algorithm:	From	a	“Right	 to	an	Explanation”	to	a	“Right	to	Better	Decisions”?’,	IEEE	Security	&	Privacy",",	no",	3	(2018):	46–54,16
15,3351095.3372875,"Stefanie	 Hänold,	 ‘Profiling	 and	 Automated	 Decision-Making:	 Legal	 Implications	 and	 Shortcomings’,	 in	 Marcelo	 Corrales,	 Mark	 Fenwick,	 and	 Nikolaus	Forgó	(eds.),	Robotics,	AI	and	the	Future	of	Law,	Perspectives	 in	 Law,	Business	and	Innovation	(Singapore:	Springer	Singapore,","),	123– 53,	https://doi",org/10.1007/978-981-13-2874-9_6,2018
16,3351095.3372875,"Gianclaudio	Malgieri,	‘Automated	Decision-Making	in	the	EU	Member	States:	 The	Right	 to	Explanation	and	Other	 “Suitable	 Safeguards”	 in	 the	National	 Legislations’,	 Computer	 Law	 &	 Security	 Review,","July	 2019,	 105327,	 https://doi","org/10.1016/j.clsr.2019.05.002	 See	 in	 particular	 the	 cases	 of	 French	 and	 Hungarian	 laws,	 that	 provides	 more	 explicit	 explanation	 of	 individual	 decisions	 taken	 (based	 on	 criteria	 and	 methods	 used	 in	 algorithmic	processing)",9
17,3351095.3372875,"Raphael	Gellert,	 ‘We	Have	Always	Managed	Risks	 in	Data	Protection	Law:	 Understanding	 the	Similarities	 and	Differences	between	 the	Rights-Based	 and	 the	 Risk-Based	 Approaches	 to	 Data	 Protection’,	 European	 Data	 Protection	Law	Review	(EDPL)",(2016):	481,,2
18,3351095.3372875,"Mike	Ananny	and	Kate	Crawford,	 ‘Seeing	without	Knowing:	Limitations	of	 the	Transparency	Ideal	and	Its	Application	to	Algorithmic	Accountability’,	 New	 Media	 &	 Society",",	 no","	 3	 (1	 March	 2018):	 973–89,	 https://doi.org/10.1177/1461444816676645",20
19,3351095.3372875,"Mireille	 Hildebrandt,	 ‘The	 Dawn	 of	 a	 Critical	 Transparency	 Right	 for	 the	 Profiling	Era’,",",	2012,	https://repository",ubn.ru.nl/handle/2066/94126,56
20,3351095.3372875,"Bryce	 Goodman,	 ‘A	 Step	 Towards	 Accountable	 Algorithms? :	 Algorithmic	 Discrimination	and	the	European	Union	General	Data	Protection’,",",	3– 4",,2016
21,3351095.3372875,"Joshua	Kroll	et	al.,	‘Accountable	Algorithms’,	University	of	Pennsylvania	Law	 Review",",	no",	3	(1	January	2017):	633,165
22,3351095.3372875,"Kate	 Crawford	 and	 Jason	 Schultz,	 ‘Big	 Data	 and	 Due	 Process:	 Toward	 a	 Framework	 to	 Redress	 Predictive	 Privacy	 Harms’,	 Boston	 College	 Law	 Review",",	no",	1	(29	January	2014):	93,55
23,3351095.3372875,"Danielle	 Citron,	 ‘Technological	 Due	 Process’,	Washington	 University	 Law	 Review",",	 1249	 (2008):	 1310	 https://digitalcommons",law.umaryland.edu/fac_pubs/1012,85
24,3351095.3372875,"Danielle	Citron	and	Frank	Pasquale,	 ‘The	Scored	Society:	Due	Process	 for	 Automated	 Predictions’,	 Washington	 Law	 Review",",	 1	 (2014):	 20,	 26,	 https://digitalcommons",law.umaryland.edu/fac_pubs/1431,89
25,3351095.3372875,"Deven	R.	Desai	and	Joshua	A.	Kroll,	‘Trust	But	Verify:	A	Guide	to	Algorithms	 and	the	Law,	’Harvard	Journal	of	Law	and	Technology",",	1",,31
26,3351095.3372875,"Lee	A	Bygrave,	 ‘Minding	the	Machine:	Article","of	the	EC	Data	Protection	 Directive	and	Automated	Profiling’,	Computer	Law	&	Security	Review	17,	no","	 1	(1	January	2001):	18,	https://doi.org/10.1016/S0267-3649(01)00104-2",15
27,3351095.3372875,"Kenneth	A.	Bamberger	&	Deirdre	K.	Mulligan,	‘PIA	Requirements	and	Privacy	 Decision-Making	 in	 US	 Government	 Agencies’,	 in	 D.	Wright	 &	 P.	 De	 Hert	 (eds.),	Privacy	Impact	Assessment	(",)	at	225,,2012
28,3351095.3372875,"Reuben	 Binns,	 Data	 protection	 impact	 assessments:	 a	 meta-regulatory	 approach,		International	Data	Privacy	Law",",	22	(2017)",,7
29,3351095.3372875,"Roger	 Clarke,	 Privacy	 impact	 assessment:	 Its	 origins	 and	 development.	 Computer	Law	and	Security	Review",",	123	(2009)",,25
30,3351095.3372875,"A.	 Michael	 Froomkin,	 Regulating	 Mass	 Surveillance	 as	 Privacy	 Pollution:	 Learning	from	Environmental	Impact	Statements,	University	of	Illinois	Law	 Review",(2015),,1713
31,3351095.3372875,"Chris	 Jay	 Hoofnagle,	 Assessing	 the	 Federal	 Trade	 Commission’s	 Privacy	 Assessments,	IEEE	Security	U&	Privacy","(2),	58	(2016)",,14
32,3351095.3372875,"Sonia	K.	Katyal,	‘Private	Accountability	in	the	Age	of	Artificial	Intelligence’,","UCLA	Law	Review	66	54,	112	(2019)",,66
33,3351095.3372875,"Alessandro	Mantelero,	‘AI	and	Big	Data:	A	blueprint	for	a	human	rights,	social	 and	ethical	impact	assessment’,	Computer	Law	an	Security	Review",",		754	 (2018)",,34
34,3351095.3372875,"David	 Wright	 &	 Charles	 D.	 Raab,	 Constructing	 a	 surveillance	 impact	 assessment,	Computer	Law	and	Security	Review",",		613	(2012)",,28
35,3351095.3372875,"Marc	L.	Roark,	‘Human	Impact	Statements’,",Washburn	L,J.	649	(2015),54
36,3351095.3372875,"Dillon	 Reisman	 et	 al.,	 ‘Algorithm	 Impact	 Assessment:	 A	 Practical	 Frameworks	 for	 Public	 Agency	 Accountability’,	 AI	 Now	 Institute,	 n.d.,	 https://ainowinstitute.org/aiareport",pdf,,2018
37,3351095.3372875,"Andrew	D.	Selbst,	‘Disparate	Impact	in	Big	Data	Policing’,	Georgia	Law	Review",",		109	(2017),	169",,52
38,3351095.3372875,"David	Wright	&	Michael	Friedewald,	Integrating	Privacy	and	Ethical	Impact	 Assessments,	Science	and	Public	Policy",",	755	(2013)",,40
39,3351095.3372875,,"Wyden,	 Clarke,	 and	 Booker’s	 Algorithmic	 Accountability	 Act.	 See	 https://www.wyden.senate.gov/news/press-releases/wyden-bookerclarke-introduce-bill-requiring-companies-to-target-bias-in-corporatealgorithms-",,
