,Source Article,Authors,Referenced Article,Venue,Year
5,3287560.3287590,"Donald M Berwick, Harvey V Fineberg, and Milton C Weinstein",When doctors meet numbers,"The American journal of medicine 71, 6 (1981), 991–998",1981
6,3287560.3287590,Charles F Bond Jr and Bella M DePaulo,Accuracy of deception judgments,"Personality and social psychology Review 10, 3 (2006), 214–234",2006
7,3287560.3287590,"Adrian Bussone, Simone Stumpf, and Dympna O’Sullivan",The role of explanations on trust and reliance in clinical decision support systems,"In Healthcare Informatics (ICHI), 2015 International Conference on. IEEE, 160–169",2015
8,3287560.3287590,"Rich Caruana, Yin Lou, Johannes Gehrke, Paul Koch, Marc Sturm, and Noemie Elhadad",Intelligible models for healthcare: Predicting pneumonia risk and hospital 30-day readmission,In Proceedings of KDD,2015
9,3287560.3287590,"Arjun Chandrasekaran, Viraj Prabhu, Deshraj Yadav, Prithvijit Chattopadhyay, and Devi Parikh",Do explanations make VQA models more predictable to a human?,In Proceedings of EMNLP,2018
10,3287560.3287590,Judith A Chevalier and Dina Mayzlin,The effect of word of mouth on sales: Online book reviews,"Journal of marketing research 43, 3 (2006), 345–354",2006
11,3287560.3287590,"Sam Corbett-Davies, Emma Pierson, Avi Feller, Sharad Goel, and Aziz Huq",Algorithmic decision making and the cost of fairness,In Proceedings of KDD,2017
12,3287560.3287590,"Dan Cosley, Shyong K Lam, Istvan Albert, Joseph A Konstan, and John Riedl",Is seeing believing?: how recommender system interfaces affect users’ opinions,In Proceedings of CHI,2003
13,3287560.3287590,"Bella M DePaulo, Jennifer A Epstein, and Melissa M Wyer",Sex differences in lying: How women and men deal with the dilemma of deceit,(1993),1993
14,3287560.3287590,"Berkeley J Dietvorst, Joseph P Simmons, and Cade Massey",Algorithm aversion: People erroneously avoid algorithms after seeing them err,"Journal of Experimental Psychology: General 144, 1 (2015), 114",2015
15,3287560.3287590,"Harris Drucker, Donghui Wu, and Vladimir N Vapnik",Support vector machines for spam categorization,"IEEE Transactions on Neural networks 10, 5 (1999), 1048–1054",1999
16,3287560.3287590,Earl F Dulaney,Changes in language behavior as a function of veracity,"Human Communication Research 9, 1 (1982), 75–82",1982
17,3287560.3287590,"Mary T Dzindolet, Scott A Peterson, Regina A Pomranky, Linda G Pierce, and Hall P Beck",The role of trust in automation reliance,"International journal FAT* ’19, January 29–31, 2019, Atlanta, GA, USA Vivian Lai and Chenhao Tan of human-computer studies 58, 6 (2003), 697–718",2003
18,3287560.3287590,"Paul Ekman, Wallace V Freisen, and Sonia Ancoli",Facial signs of emotional experience,"Journal of personality and social psychology 39, 6 (1980), 1125",1980
19,3287560.3287590,Eitan Elaad,Effects of feedback on the overestimated capacity to detect lies and the underestimated ability to tell lies,"Applied Cognitive Psychology 17, 3 (2003), 349–363",2003
20,3287560.3287590,Diane Farsetta andDaniel Price,Fake TV news:Widespread and undisclosed,Center for Media and Democracy 6 (2006),2006
21,3287560.3287590,"Song Feng, Ritwik Banerjee, and Yejin Choi",Syntactic stylometry for deception detection,In Proceedings of ACL (short papers),2012
22,3287560.3287590,Shi Feng and Jordan Boyd-Graber,What can AI do for me: Evaluating Machine Learning Interpretations in Cooperative Play,arXiv preprint arXiv:1810.09648 (2018),2018
23,3287560.3287590,Vanessa Wei Feng and Graeme Hirst,Detecting deceptive opinions with profile compatibility,In Proceedings of IJCNLP,2013
24,3287560.3287590,Gerd Gigerenzer,The psychology of good judgment: frequency formats and simple algorithms,"Medical decision making 16, 3 (1996), 273–280",1996
25,3287560.3287590,Gerd Gigerenzer and Ulrich Hoffrage,How to improve Bayesian reasoning without instruction: frequency formats,"Psychological review 102, 4 (1995), 684",1995
26,3287560.3287590,"Zoltán Gyöngyi, Hector Garcia-Molina, and Jan Pedersen",Combating web spam with trustrank,In Proceedings of VLDB,2004
27,3287560.3287590,"Moritz Hardt, Eric Price, and Nati Srebro",Equality of opportunity in supervised learning,In Proceedings of NIPS,2016
28,3287560.3287590,"Kaiming He, Xiangyu Zhang, Shaoqing Ren, and Jian Sun",Delving deep into rectifiers: Surpassing human-level performance on imagenet classification,In Proceedings of ICCV,2015
29,3287560.3287590,"Jonathan L Herlocker, Joseph A Konstan, and John Riedl",Explaining collaborative filtering recommendations,In Proceedings of CSCW,2000
30,3287560.3287590,Eric Horvitz,Principles of mixed-initiative user interfaces,In Proceedings of CHI,1999
31,3287560.3287590,Nitin Jindal and Bing Liu,Opinion spam and analysis,In Proceedings of WSDM,2008
32,3287560.3287590,Peter GW Keen,Decision support systems; an organizational perspective,Technical Report,1978
33,3287560.3287590,"Been Kim, Rajiv Khanna, and Oluwasanmi O Koyejo","Examples are not enough, learn to criticize! criticism for interpretability",In Proceedings of NIPS,2016
34,3287560.3287590,"Been Kim, Cynthia Rudin, and Julie A Shah",The bayesian case model: A generative approach for case-based reasoning and prototype classification,In Proceedings of NIPS,2014
35,3287560.3287590,"Jon Kleinberg, Himabindu Lakkaraju, Jure Leskovec, Jens Ludwig, and Sendhil Mullainathan",Human decisions and machine predictions,"The Quarterly Journal of Economics 133, 1 (2017), 237–293",2017
36,3287560.3287590,"Jon Kleinberg, Jens Ludwig, Sendhil Mullainathan, and Ziad Obermeyer",Prediction policy problems,"American Economic Review 105, 5 (2015), 491–95",2015
37,3287560.3287590,"Jon Kleinberg, Sendhil Mullainathan, and Manish Raghavan",Inherent trade-offs in the fair determination of risk scores,Proceedings of ITCS,2017
38,3287560.3287590,"Mark L Knapp, Roderick P Hart, and Harry S Dennis",An exploration of deception as a communication construct,"Human communication research 1, 1 (1974), 15–29",1974
39,3287560.3287590,Ronald T Kneusel and Michael C Mozer,Improving Human-Machine Cooperative Visual Search With Soft Highlighting,"ACM Transactions on Applied Perception (TAP) 15, 1 (2017), 3",2017
40,3287560.3287590,"Robert M Krauss, Valerie Geller, and Christopher Olson",Modalities and cues in the detection of deception,"In Meeting of the American Psychological Association, Washington, DC",1976
41,3287560.3287590,Mark L Knapp and Mark E Comaden,Telling it like it isn’t: A review of theory and research on deceptive communications,"Human Communication Research 5, 3 (1979), 270–285",1979
42,3287560.3287590,"David MJ Lazer, Matthew A Baum, Yochai Benkler, Adam J Berinsky, Kelly M Greenhill, Filippo Menczer, Miriam J Metzger, Brendan Nyhan, Gordon Pennycook, David Rothschild, Michael Schudson, Steven A. Sloman, Cass R. Sunstein, Emily A. Thorson, Duncan J. Watts, and Jonathan L. Zittrain",The science of fake news,"Science 359, 6380 (2018), 1094–1096",2018
43,3287560.3287590,John D Lee and Katrina A See,Trust in automation: Designing for appropriate reliance,"Human factors 46, 1 (2004), 50–80",2004
44,3287560.3287590,"Tao Lei, Regina Barzilay, and Tommi Jaakkola",Rationalizing neural predictions,Proceedings of EMNLP,2016
45,3287560.3287590,Li Li,Sex differences in deception detection,,2011
46,3287560.3287590,Adam Liptak,Sent to Prison by a Software Program’s Secret Algorithms,,2017
47,3287560.3287590,Tania Lombrozo,The structure and function of explanations,"Trends in cognitive sciences 10, 10 (2006), 464–470",2006
48,3287560.3287590,Tania Lombrozo,Simplicity and probability in causal explanation,"Cognitive psychology 55, 3 (2007), 232–257",2007
49,3287560.3287590,Scott M Lundberg and Su-In Lee,A unified approach to interpreting model predictions,In Proceedings of NIPS,2017
50,3287560.3287590,"Oisin Mac Aodha, Shihan Su, Yuxin Chen, Pietro Perona, and Yisong Yue",Teaching categories to human learners with visual explanations,In Proceedings of CVPR,2018
51,3287560.3287590,"Samantha Mann, Aldert Vrij, and Ray Bull",Detecting true lies: police officers’ ability to detect suspects’ lies,"Journal of applied psychology 89, 1 (2004), 137",2004
52,3287560.3287590,Steven A McCornack and Malcolm R Parks,What women know that men don’t: Sex differences in determining the truth behind deceptive messages,"Journal of Social and Personal Relationships 7, 1 (1990), 107–118",1990
53,3287560.3287590,Albert Mehrabian,Silent messages,"Vol. 8. Wadsworth Belmont, CA",1971
54,3287560.3287590,Allen Newell and Herbert Alexander Simon,Human problem solving,"Vol. 104. Prentice-Hall Englewood Cliffs, NJ",1972
55,3287560.3287590,"Alexandros Ntoulas, Marc Najork, Mark Manasse, and Dennis Fetterly",Detecting spam web pages through content analysis,In Proceedings of WWW,2006
56,3287560.3287590,Brendan Nyhan and Jason Reifler,When corrections fail: The persistence of political misperceptions,"Political Behavior 32, 2 (2010), 303–330",2010
57,3287560.3287590,"Myle Ott, Claire Cardie, and Jeff Hancock",Estimating the prevalence of deception in online review communities,In Proceedings of WWW,2012
58,3287560.3287590,"Myle Ott, Claire Cardie, and Jeffrey T Hancock",Negative deceptive opinion spam,In Proceedings of NAACL,2013
59,3287560.3287590,"Myle Ott, Yejin Choi, Claire Cardie, and Jeffrey T Hancock",Finding deceptive opinion spam by any stretch of the imagination,In Proceedings of ACL,2011
60,3287560.3287590,Raja Parasuraman and Victor Riley,"Humans and automation: Use, misuse, disuse, abuse","Human factors 39, 2 (1997), 230–253",1997
61,3287560.3287590,"Ellen Peters, Daniel Västfjäll, Paul Slovic, CK Mertz, Ketti Mazzocco, and Stephan Dickert",Numeracy and decision making,"Psychological science 17, 5 (2006), 407–413",2006
62,3287560.3287590,Valerie F Reyna and Charles J Brainerd,"Numeracy, ratio bias, and denominator neglect in judgments of risk and probability","Learning and individual differences 18, 1 (2008), 89–107",2008
63,3287560.3287590,"Marco Tulio Ribeiro, Sameer Singh, and Carlos Guestrin",Why should i trust you?: Explaining the predictions of any classifier,In Proceedings of KDD,2016
64,3287560.3287590,"Marco Tulio Ribeiro, Sameer Singh, and Carlos Guestrin",Anchors: HighPrecision Model-Agnostic Explanations,In Proceedings of AAAI,2018
65,3287560.3287590,Peter Sedlmeier and Gerd Gigerenzer,Teaching Bayesian reasoning in less than two hours,"Journal of Experimental Psychology: General 130, 3 (2001), 380",2001
66,3287560.3287590,"Jung P Shim, Merrill Warkentin, James F Courtney, Daniel J Power, Ramesh Sharda, and Christer Carlsson","Past, present, and future of decision support technology","Decision support systems 33, 2 (2002), 111–126",2002
67,3287560.3287590,"Adish Singla, Ilija Bogunovic, Gábor Bartók, Amin Karbasi, and Andreas Krause",Near-Optimally Teaching the Crowd to Classify,In Proceedings of ICML,2014
68,3287560.3287590,Paul Slovic and Ellen Peters,Risk perception and affect,"Current directions in psychological science 15, 6 (2006), 322–325",2006
69,3287560.3287590,Supreme Court of the United States,Daubert v,"Merrell Dow Pharmaceuticals, Inc. 509 U.S. 579",1993
70,3287560.3287590,Supreme Court of Wisconsin,"State of Wisconsin, Plaintiff-Respondent, v","Eric L. Loomis, Defendant-Appellant",2016
71,3287560.3287590,"Michael Trusov, Randolph E Bucklin, and Koen Pauwels",Effects of word-ofmouth versus traditional marketing: findings from an internet social networking site,"Journal of marketing 73, 5 (2009), 90–102",2009
72,3287560.3287590,Kush R Varshney,Engineering safety in machine learning,"In Information Theory and Applications Workshop (ITA), 2016",2016
73,3287560.3287590,"Soroush Vosoughi, Deb Roy, and Sinan Aral",The spread of true and false news online,"Science 359, 6380 (2018), 1146–1151",2018
74,3287560.3287590,Aldert Vrij,Detecting lies and deceit: The psychology of lying and implications for professional practice,Wiley,2000
75,3287560.3287590,"Christopher D Wickens, Justin G Hollands, Simon Banbury, and Raja Parasuraman",Engineering psychology & human performance,Psychology Press,2015
76,3287560.3287590,"Guangyu Wu, Derek Greene, Barry Smyth, and Pádraig Cunningham",Distortion as a validation criterion in the identification of suspicious reviews,In Proceedings of the First Workshop on Social Media Analytics,2010
77,3287560.3287590,"Qiang Ye, Rob Law, Bin Gu, and Wei Chen",The influence of user-generated content on traveler behavior: An empirical investigation on the effects of e-wordof-mouth to hotel online bookings,"Computers in Human behavior 27, 2 (2011), 634–639",2011
78,3287560.3287590,Kyung-Hyan Yoo and Ulrike Gretzel,Comparison of deceptive and truthful travel reviews,"Information and communication technologies in tourism 2009 (2009), 37–47",2009
79,3287560.3287590,"Amy X Zhang, Aditya Ranganathan, Sarah Emlen Metz, Scott Appling, Connie Moon Sehat, Norman Gilmore, Nick B Adams, Emmanuel Vincent, Martin Robbins, Ed Bice, Sandro Hawke, David Karger, and An Xiao Mina",A Structured Response to Misinformation: Defining and Annotating Credibility Indicators in News Articles,In Proceedings of WWW (Companion),2018
80,3287560.3287590,"Ziqiong Zhang, Qiang Ye, Rob Law, and Yijun Li",The impact of e-wordof-mouth on the online popularity of restaurants: A comparison of consumer reviews and editor reviews,"International Journal of Hospitality Management 29, 4 (2010), 694–700",2010
81,3287560.3287590,Xiaojin Zhu,Machine Teaching: An Inverse Problem to Machine Learning and an Approach Toward Optimal Education,In Proceedings of AAAI,2015
0,3287560.3287586,ACM,Statement on Algorithmic Transparency and Accountability,https://www.acm.org/binaries/content/assets/public-policy/2017_usacm_ statement_algorithms.pdf,2017
1,3287560.3287586,An Act,Civil Rights Act,"Title VII, Equal Employment Opportunities (1964)",1964
2,3287560.3287586,"Alekh Agarwal, Alina Beygelzimer, Miroslav Dudík, John Langford, and HannaM. Wallach",A Reductions Approach to Fair Classification,"In Proceedings of the 35th International Conference on Machine Learning, ICML 2018. 60–69",2018
3,3287560.3287586,"Julia Angwin, Jeff Larson, Surya Mattu, and Lauren Kirchner",https://github,com/propublica/compas-analysis,2016
4,3287560.3287586,"Julia Angwin, Jeff Larson, Surya Mattu, and Lauren Kirchner",Machine bias: There’s software used across the country to predict future criminals,"and it’s biased against blacks. ProPublica, May (2016)",2016
5,3287560.3287586,Solon Barocas and Andrew D Selbst,Big data’s disparate impact,California Law Review (2016),2016
6,3287560.3287586,Richard Berk,The role of race in forecasts of violent crime,Race and social problems (2009),2009
7,3287560.3287586,Stephen Boyd and Almir Mutapcic,Stochastic subgradient methods,"Lecture Notes for EE364b, Stanford University (2008)",2008
8,3287560.3287586,Toon Calders and Sicco Verwer,Three naive Bayes approaches for discrimination-free classification,"Data Min. Knowl. Discov. 21, 2 (2010), 277–292",2010
9,3287560.3287586,"L Elisa Celis, Lingxiao Huang, and Nisheeth K Vishnoi",Multiwinner voting with fairness constraints,"In Proceedings of the Twenty-seventh International Joint Conference on Artificial Intelligence and the Twenty-third European Conference on Artificial Intelligence, IJCAI-ECAI",2018
10,3287560.3287586,"L. Elisa Celis, Vijay Keswani, Amit Deshpande, Tarun Kathuria, Damian Straszak, and Nisheeth K. Vishnoi",Fair and Diverse DPP-based Data Summarization,"In Proceedings of the 35th International Conference on Machine Learning, ICML 2018",2018
11,3287560.3287586,"L. Elisa Celis, Damian Straszak, and Nisheeth K. Vishnoi",Ranking with Fairness Constraints,"In Proceedings of the fourty-fifth International Colloquium on Automata, Languages, and Programming ICALP",2018
12,3287560.3287586,L. Elisa Celis and Nisheeth K Vishnoi,Fair Personalization,"In Fairness, Accountability, and Transparency in Machine Learning",2017
13,3287560.3287586,Alexandra Chouldechova,Fair prediction with disparate impact: A study of bias in recidivism prediction instruments,"Big data 5, 2 (2017), 153–163",2017
14,3287560.3287586,"Sam Corbett-Davies, Emma Pierson, Avi Feller, Sharad Goel, and Aziz Huq",Algorithmic Decision Making and the Cost of Fairness,"In Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2017. 797–806",2017
15,3287560.3287586,"Amit Datta, Michael Carl Tschantz, and Anupam Datta",Automated Experiments on Ad Privacy Settings,Proceedings on Privacy Enhancing Technologies (2015),2015
16,3287560.3287586,Bill Dedman et al,The Color of Money,Atlanta Journal-Constitution (1988),1988
17,3287560.3287586,Dua Dheeru and Efi Karra Taniskidou,UCI Machine Learning Repository,http://archive.ics.uci.edu/ml,2017
18,3287560.3287586,Ilias Diakonikolas,Learning Structured Distributions,Handbook of Big Data 267 (2016),2016
19,3287560.3287586,"William Dieterich, Christina Mendoza, and Tim Brennan",COMPAS risk scales: Demonstrating accuracy equity and predictive parity,Northpoint Inc (2016),2016
20,3287560.3287586,"Cynthia Dwork, Moritz Hardt, Toniann Pitassi, Omer Reingold, and Richard Zemel",Fairness through awareness,"In Innovations in Theoretical Computer Science 2012. ACM, 214–226",2012
21,3287560.3287586,"Cynthia Dwork, Nicole Immorlica, AdamTaumanKalai, andMarkD.M. Leiserson",Decoupled Classifiers for Group-Fair and Efficient Machine Learning,"In Fairness, Accountability, and Transparency in Machine Learning. 119–133",2018
22,3287560.3287586,ENTHOUGHT,SciPy,https://www.scipy.org/,2018
23,3287560.3287586,"Michael Feldman, Sorelle A Friedler, JohnMoeller, Carlos Scheidegger, and Suresh Venkatasubramanian",Certifying and removing disparate impact,"In Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2015. ACM, 259–268",2015
24,3287560.3287586,"Benjamin Fish, Jeremy Kun, and Ádám D Lelkes",A confidence-based approach for balancing fairness and accuracy,"In Proceedings of the 2016 SIAM International Conference on Data Mining. SIAM, 144–152",2016
25,3287560.3287586,"Anthony W Flores, Kristin Bechtel, and Christopher T Lowenkamp","False Positives, False Negatives, and False Analyses: A Rejoinder to Machine Bias: There’s Software Used across the Country to Predict Future Criminals","And It’s Biased against Blacks. Fed. Probation 80 (2016), 38",2016
26,3287560.3287586,"Sorelle A Friedler, Carlos Scheidegger, and Suresh Venkatasubramanian",On the (Im) Possibility of Fairness,arXiv preprint arXiv:1609.07236 (2016),2016
27,3287560.3287586,"Sorelle A Friedler, Carlos Scheidegger, Suresh Venkatasubramanian, Sonam Choudhary, Evan P Hamilton, and Derek Roth",A Comparative Study of Fairness-Enhancing Interventions in Machine Learning,arXiv preprint arXiv:1802.04422 (2018),2018
28,3287560.3287586,"Naman Goel, Mohammad Yaghini, and Boi Faltings",Non-Discriminatory Machine Learning through Convex Fairness Criteria,"In Proceedings of the ThirtySecond AAAI Conference on Artificial Intelligence, 2018",2018
29,3287560.3287586,"Sharad Goel, Justin M Rao, Ravi Shroff, et al",Precinct or prejudice? Understanding racial disparities in New York City’s stop-and-frisk policy,"The Annals of Applied Statistics 10, 1 (2016), 365–394",2016
30,3287560.3287586,"Gabriel Goh, Andrew Cotter, Maya R. Gupta, and Michael P. Friedlander",Satisfying Real-world Goals with Dataset Constraints,In Advances in Neural Information Processing Systems 29: Annual Conference on Neural Information Processing Systems 2016. 2415–2423,2016
31,3287560.3287586,"Nina Grgić-Hlača, Elissa M Redmiles, Krishna P Gummadi, and Adrian Weller",Human Perceptions of Fairness in Algorithmic Decision Making: A Case Study of Criminal Risk Prediction,"In Proceedings of the 2018 World Wide Web Conference on World Wide Web, WWW 2018. 903–912",2018
32,3287560.3287586,"Nina Grgić-Hlača, Muhammad Bilal Zafar, Krishna P Gummadi, and Adrian Weller",Beyond Distributive Fairness in Algorithmic Decision Making: Feature Selection for Procedurally Fair Learning,"In Proceedings of the ThirtySecond AAAI Conference on Artificial Intelligence, 2018",2018
33,3287560.3287586,"Moritz Hardt, Eric Price, and Nati Srebro",Equality of Opportunity in Supervised Learning,In Advances in Neural Information Processing Systems 29: Annual Conference on Neural Information Processing Systems 2016. 3315–3323,2016
34,3287560.3287586,Mara Hvistendahl,Can “predictive policing” prevent crime before it happens,Science Magazine 28 (2016),2016
35,3287560.3287586,"Matthew Joseph, Michael Kearns, Jamie H Morgenstern, and Aaron Roth",Fairness in learning: Classic and contextual bandits,In Advances in Neural Information Processing Systems. 325–333,2016
36,3287560.3287586,Faisal Kamiran and Toon Calders,Classifying without discriminating,"In Computer, Control and Communication, 2009. IC4 2009. 2nd International Conference on. IEEE, 1–6",2009
37,3287560.3287586,Faisal Kamiran and Toon Calders,Data preprocessing techniques for classification without discrimination,"Knowledge and Information Systems 33, 1 (2012), 1–33",2012
38,3287560.3287586,"Toshihiro Kamishima, Shotaro Akaho, Hideki Asoh, and Jun Sakuma",Fairness-Aware Classifier with Prejudice Remover Regularizer,"In In Proceedings of Machine Learning and Knowledge Discovery in Databases - European Conference, ECML PKDD 2012. 35–50",2012
39,3287560.3287586,"Michael Kearns, Aaron Roth, and Zhiwei Steven Wu",Meritocratic fairness for cross-population selection,In International Conference on Machine Learning,2017
40,3287560.3287586,"Jon M. Kleinberg, Sendhil Mullainathan, and Manish Raghavan",Inherent Trade-Offs in the Fair Determination of Risk Scores,"In 8th Innovations in Theoretical Computer Science Conference, ITCS, 2017. 43:1–43:23",2017
41,3287560.3287586,"Emmanouil Krasanakis, Eleftherios Spyromitros-Xioufis, Symeon Papadopoulos, and Yiannis Kompatsiaris",Adaptive Sensitive Reweighting to Mitigate Bias in Fairness-aware Classification,"In Proceedings of the 2018 World Wide Web Conference on World Wide Web, WWW 2018. International World Wide Web Conferences Steering Committee",2018
42,3287560.3287586,"Jeff Larson, Surya Mattu, Lauren Kirchner, and Julia Angwin",How we analyzed the COMPAS recidivism algorithm,ProPublica (5 2016) 9 (2016),2016
43,3287560.3287586,"Binh Thanh Luong, Salvatore Ruggieri, and Franco Turini",k-NN as an implementation of situation testing for discrimination discovery and prevention,"In Proceedings of the 17th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining 2011. ACM, 502–510",2011
44,3287560.3287586,Susan Magarey,The sex discrimination act 1984,Australian Feminist Law Journal (2004),2004
45,3287560.3287586,Aditya Krishna Menon and Robert C. Williamson,The cost of fairness in binary classification,"In Conference on Fairness, Accountability and Transparency, FAT 2018. 107–118",2018
46,3287560.3287586,Claire Cain Miller,Can an algorithm hire better than a human,The New York Times 25 (2015),2015
47,3287560.3287586,Ankur Moitra and Gregory Valiant,Settling the polynomial learnability of mixtures of gaussians,"In Foundations of Computer Science (FOCS), 2010 51st Annual IEEE Symposium on. IEEE, 93–102",2010
48,3287560.3287586,"Harikrishna Narasimhan, Rohit Vaish, and Shivani Agarwal",On the Statistical Consistency of Plug-in Classifiers for Non-decomposable Performance Measures,In Advances in Neural Information Processing Systems 27: Annual Conference on Neural Information Processing Systems 2014. 1493–1501,2014
49,3287560.3287586,Arvind Narayanan,Tutorial: 21 Fairness Definitions and Their Politics,https://www.youtube.com/watch?v=jIXIuYdnyyk,2018
50,3287560.3287586,Northpointe,Compas risk and need assessment systems,http://www. northpointeinc.com/files/downloads/FAQ_Document.pdf,2012
51,3287560.3287586,United States. Executive Office of the President and John Podesta,"Big data: Seizing opportunities, preserving values","White House, Executive Office of the President",2014
52,3287560.3287586,"Dino Pedreshi, Salvatore Ruggieri, and Franco Turini",Discrimination-aware data mining,"In Proceedings of the 14th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2008. ACM, 560–568",2008
53,3287560.3287586,"Geoff Pleiss, Manish Raghavan, Felix Wu, Jon M. Kleinberg, and Kilian Q. Weinberger",On Fairness and Calibration,In Advances in Neural Information Processing Systems 30: Annual Conference on Neural Information Processing Systems 2017. 5684–5693,2017
54,3287560.3287586,Novi Quadrianto and Viktoriia Sharmanska,Recycling Privileged Learning and Distribution Matching for Fairness,In Advances in Neural Information Processing Systems. 677–688,2017
55,3287560.3287586,WhiteHouse,"Big data: A report on algorithmic systems, opportunity, and civil rights",Executive Office of the President,2016
56,3287560.3287586,"Blake E. Woodworth, Suriya Gunasekar, Mesrob I. Ohannessian, and Nathan Srebro",Learning Non-Discriminatory Predictors,"In Proceedings of the 30th Conference on Learning Theory, COLT 2017. 1920–1953",2017
57,3287560.3287586,Ke Yang and Julia Stoyanovich,Measuring Fairness in Ranked Outputs,In SSDBM,2017
58,3287560.3287586,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez-Rodriguez, and Krishna P. Gummadi",Fairness Beyond Disparate Treatment & Disparate Impact: Learning Classification without Disparate Mistreatment,"In Proceedings of the 26th International Conference on World Wide Web, WWW 2017. 1171–1180",2017
59,3287560.3287586,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez-Rodriguez, and Krishna P. Gummadi",Fairness Constraints: Mechanisms for Fair Classification,"In Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, AISTATS 2017. 962–970",2017
60,3287560.3287586,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez-Rodriguez, Krishna P. Gummadi, and Adrian Weller",From Parity to Preference-based Notions of Fairness in Classification,In Advances in Neural Information Processing Systems 30: Annual Conference on Neural Information Processing Systems 2017. 228–238,2017
61,3287560.3287586,"Rich Zemel, Yu Wu, Kevin Swersky, Toni Pitassi, and Cynthia Dwork",Learning fair representations,"In Proceedings of the 30th International Conference on Machine Learning, ICML 2013. 325–333",2013
62,3287560.3287586,Indre Zliobaite,Measuring discrimination in algorithmic decision making,Data Min. Knowl. Discov. (2017),2017
0,3287560.3287595,"Charu C. Aggarwal, Alexander Hinneburg, and Daniel A. Keim",On the Surprising Behavior of Distance Metrics in High Dimensional Spaces,In Proceedings of International Conference on Database Theory,2001
1,3287560.3287595,"Osbert Bastani, Carolyn Kim, and Hamsa Bastani",Interpreting Blackbox Models via Model Extraction,CoRR abs/1705.08504 (2017),2017
2,3287560.3287595,"Aurélien Bellet, Amaury Habrard, and Marc Sebban",A Survey on Metric Learning for Feature Vectors and Structured Data,CoRR abs/1306.6709 (2013),2013
3,3287560.3287595,Jock A. Blackard and Denis J. Dean,Comparative accuracies of artificial neural networks and discriminant analysis in predicting forest cover types from cartographic variables,Computers and Electronics in Agriculture 24 (1999),1999
4,3287560.3287595,"Bernhard E. Boser, Isabelle M. Guyon, and Vladimir N. Vapnik",A Training Algorithm for Optimal Margin Classifiers,In Proceedings of COLT,1992
5,3287560.3287595,"Leo Breiman, J. H. Friedman, R. A. Olshen, and C. J. Stone",Classification and Regression Trees,Wadsworth,1984
6,3287560.3287595,"Sumit Chopra, Raia Hadsell, and Yann LeCun","Learning a similarity metric discriminatively, with application to face verification",Proceedings of CVPR,2005
7,3287560.3287595,Corinna Cortes and Vladimir Vapnik,Support-Vector Networks,"Machine Learning 20, 3 (1995), 273–297",1995
8,3287560.3287595,T. Cover and P. Hart,Nearest Neighbor Pattern Classification,"IEEE Transactions on Information Theory 13, 1 (1967), 21–27",1967
9,3287560.3287595,"Jason V. Davis, Brian Kulis, Prateek Jain, Suvrit Sra, and Inderjit S. Dhillon",Information-theoretic Metric Learning,In Proceedings of ICML,2007
10,3287560.3287595,Finale Doshi-Velez and Been Kim,Towards A Rigorous Science of Interpretable Machine Learning,CoRR (2017). https://arxiv.org/abs/1702.08608,2017
11,3287560.3287595,"Ian J. Goodfellow, Jonathon Shlens, and Christian Szegedy",Explaining and Harnessing Adversarial Examples,In Proceedings of ICLR,2015
12,3287560.3287595,"Riccardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Giannotti",A Survey Of Methods For Explaining Black Box Models,CoRR abs/1802.01933 (2018),2018
13,3287560.3287595,"Chuan Guo, Geoff Pleiss, Yu Sun, and Kilian Q. Weinberger",On Calibration of Modern Neural Networks,In Proceedings of ICML,2017
14,3287560.3287595,Dan Hendrycks and Kevin Gimpel,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks,In Proceedings of ICLR,2017
15,3287560.3287595,"Johan Huysmans, Karel Dejaeger, Christophe Mues, Jan Vanthienen, and Bart Baesens","An Empirical Evaluation of the Comprehensibility of Decision Table, Tree and Rule Based Predictive Models","Decis. Support Syst. 51, 1 (2011)",2011
16,3287560.3287595,"Heinrich Jiang, Been Kim, and Maya R. Gupta",To Trust Or Not To Trust A Classifier,CoRR abs/1805.11783 (2018),2018
17,3287560.3287595,"Been Kim, Cynthia Rudin, and Julie A Shah",The Bayesian Case Model: A Generative Approach for Case-Based Reasoning and Prototype Classification,In Proceedings of NIPS,2014
18,3287560.3287595,Diederik P. Kingma and Jimmy Ba,Adam: A Method for Stochastic Optimization,CoRR (2014). https://arxiv.org/abs/1412.6980,2014
19,3287560.3287595,Ron Kohavi,Scaling Up the Accuracy of Naive-Bayes Classifiers: a DecisionTree Hybrid,In Proceedings of KDD,1996
20,3287560.3287595,Alex Krizhevsky and Geoffrey Hinton,Learning Multiple Layers of Features from Tiny Images,Technical Report. University of Toronto,2009
